name;location;price_range_min;price_range_max;room_with_open_air_bath;rental_open_air_tubs;rental_indoor_tubs;rental_both_indoor_outdoor_tubs;tripadvisor_rating;tags;description;transportation;lat;lon;url
Syoubun;277 Tsunako, Minakami-cho, Tone-gun, Gunma, Japan;35200;56100;1;False;True;False;4.6;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'All rooms have open-air hot spring', 'Enjoy hot spring in snow', 'Mountain view', 'Tokyo suburbs', 'Gunma', 'Minakami-Tanigawa Onsen'];Book Syoubun in Minakami Onsen (Gunma) Seven rooms that come with open-air hot spring baths. With three types of free private-use hot spring baths. In an onsen ryokan where you can relax surrounded by forests.;(1) One hour 10 minutes by JR Shinkansen from Tokyo Station to Jomo-Kogen Station, then 25 minutes by relay bus to Minakami Station and 10-min shuttle bus ride from there (Advance booking required) (2) 50 minutes by JR Shinkansen from Tokyo Station to Takasaki Station, one hour 10 minutes by JR Joetsu Line from Takasaki Station to Minakami Station, then 10 minutes by bus to Kyozuka and 2-min walk from there The required times may slightly vary depending on the time of day. | (1) One hour 10 minutes by JR Shinkansen from Tokyo Station to Jomo-Kogen Station, then 25 minutes by relay bus to Minakami Station and 10-min shuttle bus ride from there (Advance booking required) | (2) 50 minutes by JR Shinkansen from Tokyo Station to Takasaki Station, one hour 10 minutes by JR Joetsu Line from Takasaki Station to Minakami Station, then 10 minutes by bus to Kyozuka and 2-min walk from there;36.802538152227;138.999645439442;https://selected-ryokan.com/ryokan/syoubun_minakami-tanigawa-onsen_gunma_tokyo.html
Tsutsuji-tei;639-1 Kusatsu, Kusatsu-machi, Agatsuma-gun, Gunma, 377-1711 Japan rental onsen;38500;68200;4;False;False;False;4.3;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'All rooms have hot spring baths', 'Enjoy hot spring in snow', 'Tokyo suburbs', 'Gunma', 'Kusatsu Onsen'];Book Tsutsuji-tei in Kusatsu Onsen (Gunma) A Japanese style resort. An old folk house-style inn built with traditional construction methods and the guest rooms with open-air baths facing the garden have a pleasant atmosphere. All rooms have hot spring baths. Enjoy the tranquility of Kusatsu bathing.;(1) Two hours 30 minutes by JR Limited Express from Ueno Station to Naganohara-Kusatsuguchi Station, then 25 minutes by bus to Kusatsu Onsen Bus Terminal and 6-min shuttle bus ride (or 12 minutes by on foot) from there (2) Four hours by bus from Shinjuku Expressway Bus Terminal to Kusatsu Onsen Bus Terminal, then 6 minutes by shuttle bus (or 12 minutes on foot) The required times may slightly vary depending on the time of day. | (1) Two hours 30 minutes by JR Limited Express from Ueno Station to Naganohara-Kusatsuguchi Station, then 25 minutes by bus to Kusatsu Onsen Bus Terminal and 6-min shuttle bus ride (or 12 minutes by on foot) from there | (2) Four hours by bus from Shinjuku Expressway Bus Terminal to Kusatsu Onsen Bus Terminal, then 6 minutes by shuttle bus (or 12 minutes on foot);36.622371113218;138.606858643986;https://selected-ryokan.com/ryokan/tsutsuji-tei_kusatsu_gunma_tokyo-suburbs.html
Tsuta Onsen Ryokan;1 Tsutanoyu, Okuse, Towada-shi, Aomori, 034-0301 Japan;17600;141900;3;False;True;False;4.5;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Traditional Japanese architecture', 'Mountain view', 'Tohoku Region', 'Aomori', 'Oirase & Hakkoda Onsen'];Book Tsuta Onsen Ryokan in Oirase & Hakkoda Onsen (Aomori) Close to the beautiful Lake Towada, this is a traditional wooden hot spring ryokan set amidst the trees. A hot spring source exists below the bath, and the hot spring bath is filled with spring water bubbling up naturally.;(1) Three hours 10 minutes by JR Tohoku Shinkansen from Tokyo Station to Shichinohe-Towada Station, then one hour by shuttle bus (Advance booking required) (2) 35 minutes by bus from Aomori Airport to Aomori Station, then two hours 10 minutes by bus to Tsuta Onsen and 1-min walk from there The required times may slightly vary depending on the time of day. | (1) Three hours 10 minutes by JR Tohoku Shinkansen from Tokyo Station to Shichinohe-Towada Station, then one hour by shuttle bus (Advance booking required) | (2) 35 minutes by bus from Aomori Airport to Aomori Station, then two hours 10 minutes by bus to Tsuta Onsen and 1-min walk from there;40.597124081383;140.953084687215;https://selected-ryokan.com/ryokan/tsuta-onsen-ryokan_aomori_tohoku.html
Taiza Onsen Sumihei;3718 Taiza, Tangocho, Kyotango-shi, Kyoto, Japan;35300;169600;10;True;True;False;4.4;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Sea view', 'Osaka Kyoto Kansai Region', 'Kyoto', 'Kyoto Tango Peninsula (Yuhigaura) Onsen'];Book Sumihei in Taiza Kyoto Tango Peninsula (Yuhigaura) Onsen (Kyoto) All rooms offer a view of the ocean. The view of the sea from spots such as the rooms and open-air baths are beautiful.;(1) Two hours 40 minutes by JR Limited Express from Kyoto Station to Amino Station, then 20 minutes by shuttle bus (Advance booking required) (2) Two hours 30 minutes by JR Limited Express from Osaka Station to Toyooka Station, then 40 minutes by Kyoto Tango Railway to Amino Station and 20-min shuttle bus ride from there (Advance booking required) The required times may slightly vary depending on the time of day. | (1) Two hours 40 minutes by JR Limited Express from Kyoto Station to Amino Station, then 20 minutes by shuttle bus (Advance booking required) | (2) Two hours 30 minutes by JR Limited Express from Osaka Station to Toyooka Station, then 40 minutes by Kyoto Tango Railway to Amino Station and 20-min shuttle bus ride from there (Advance booking required);35.62420146;135.06098703;https://selected-ryokan.com/ryokan/taiza-onsen-sumihei_kyoto-tango_kansai.html
Furano Hotel;Gakudensanku, Furano, Hokkaido, Japan;24500;54900;0;False;False;False;4.4;['Mountain view', 'Rural landscape', 'Hokkaido Region', 'Hokkaido', 'Furano & Biei Onsen', 'Asahikawa (Asahikawa Airport)'];Book Furano Hotel in Furano Onsen (Hokkaido) All rooms provide a beautiful view of the mountains of Tokachi. Guests can enjoy hot spring baths within the facilities. Come and see a garden with an area of 116,000 square meters. 20 minutes by car to the lavender fields of Furano.;(1) One hour by bus from Asahikawa Airport to Furano Station, then 10 minutes by taxi (2) Two hours 40 minutes by bus from Sapporo Station Bus Terminal to Furano Station, then 10 minutes by taxi (3) 50 minutes by JR Limited Express from Sapporo Station to Takikawa Station, then one hour 10 minutes by JR Nemuro Main Line to Furano Station and 10-min taxi ride from there The required times may slightly vary depending on the time of day. | (1) One hour by bus from Asahikawa Airport to Furano Station, then 10 minutes by taxi | (2) Two hours 40 minutes by bus from Sapporo Station Bus Terminal to Furano Station, then 10 minutes by taxi | (3) 50 minutes by JR Limited Express from Sapporo Station to Takikawa Station, then one hour 10 minutes by JR Nemuro Main Line to Furano Station and 10-min taxi ride from there;43.3517553;142.3635492;https://selected-ryokan.com/ryokan/furano-hotel_hokkaido.html
Gora Hanaougi Madoka no Mori;1320-862 Gora, Hakone-machi, Ashigarashimo-gun, Kanagawa, Japan;41000;104500;1;False;False;False;4.6;['Rooms with private open-air baths', 'All rooms have open-air hot spring', 'Safe ryokans under the COVID-19 (coronavirus) pandemic', 'Mountain view', 'Tokyo suburbs', 'Kanagawa', 'Hakone Onsen'];Book Gora Hanaougi Madoka no Mori in Hakone Onsen (Kanagawa) All rooms include open-air baths. It is very atmospheric with its surrounding natural environment in the bosom of a mountain.;(1) One hour 30 minutes by Odakyu Limited Express from Shinjuku Station to Hakone-Yumoto Station, then 40 minutes by Hakone Tozan Railway to Gora Station, then 10 minutes by Hakone Tozan Cable Car to Sounzan Station and 3-min shuttle bus ride from there (2) 35 minutes by JR Shinkansen from Tokyo Station to Odawara Station, then 40 minutes by bus to Sounzan Station and 3-min shuttle bus ride from there The required times may slightly vary depending on the time of day. | (1) One hour 30 minutes by Odakyu Limited Express from Shinjuku Station to Hakone-Yumoto Station, then 40 minutes by Hakone Tozan Railway to Gora Station, then 10 minutes by Hakone Tozan Cable Car to Sounzan Station and 3-min shuttle bus ride from there | (2) 35 minutes by JR Shinkansen from Tokyo Station to Odawara Station, then 40 minutes by bus to Sounzan Station and 3-min shuttle bus ride from there;35.249631207087;139.035346731094;https://selected-ryokan.com/ryokan/gora-hanaougi-madoka-no-mori_hakone_kanagawa_tokyo-suburbs.html
Tofuya Resort & Spa-Izu;98 Yoshina, Izu-shi, Shizuoka, Japan;24500;65000;23;True;False;False;4.3;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Tokyo suburbs', 'Shizuoka', 'Shuzenji Onsen', 'Shizuoka (Mount Fuji Shizuoka Airport)'];Book Tofuya Resort & Spa-Izu in Shuzenji Onsen (Shizuoka) Guest rooms, restaurants and onsens are scattered all over this Japanese resort ryokans 119,000-square-metre large premises. A limpid stream also runs through the ryokans property. All 30 guest rooms, except 3 rooms that do not have bathtubs, have hot spring water supply, and are divided into several different types including washitsu (traditional Japanese tatami rooms), wa-yo-shitsu (Japanese-western rooms), yoshitsu (western-style rooms) and others. The hot spring here is said to be the oldest hot spring in Izu, and has been known familiarly as a hot spring blessing people with healthy children since ancient times. You can enjoy this historical hot spring at the gender-segregated open-air baths beside the river, or at multiple rental baths outside the guest rooms for private use.;(1) Two hours 10 minutes by JR Limited Express from Tokyo Station to Shuzenji Station, then 20 minutes by bus to Yoshina Onsen-guchi and 2-min shuttle bus ride from there (or 17-min walk from there) (2) One hour by bus from Mount Fuji Shizuoka Airport to Shizuoka Station, 25 minutes by JR Shinkansen from Shizuoka Station to Mishima Station, 30 minutes by Izu-Hakone Railway from Mishima Station to Shuzenji Station, then 20 minutes by bus to Yoshina Onsen-guchi and 2-min shuttle bus ride from there (or 17-min walk from there) The required times may slightly vary depending on the time of day. | (1) Two hours 10 minutes by JR Limited Express from Tokyo Station to Shuzenji Station, then 20 minutes by bus to Yoshina Onsen-guchi and 2-min shuttle bus ride from there (or 17-min walk from there) | (2) One hour by bus from Mount Fuji Shizuoka Airport to Shizuoka Station, 25 minutes by JR Shinkansen from Shizuoka Station to Mishima Station, 30 minutes by Izu-Hakone Railway from Mishima Station to Shuzenji Station, then 20 minutes by bus to Yoshina Onsen-guchi and 2-min shuttle bus ride from there (or 17-min walk from there);34.904953560282;138.912955438212;https://selected-ryokan.com/ryokan/tofuya-resort-spa_izu-shuzenji_shizuoka_tokyo-suburbs.html
Meien to Meisui no Yado Baien;2106-2 Yufuin-cho Kawakami, Yufu-shi, Oita, Japan;22000;48400;5;True;False;False;4.4;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Mountain view', 'Kyushu & Okinawa Region', 'Oita', 'Yufuin Onsen', 'Oita (Oita Airport)'];Book Meien to Meisui no Yado Baien in Yufuin Onsen (Oita) There is a liberating open-air bath located in a spacious natural environment. The view of the mountains from the open-air baths is beautiful. Five rooms are secluded accommodations that include open-air baths.;(1) 55 minutes by bus from Oita Airport to Yufuin Station, (2) one hour 40 minutes by bus from Fukuoka Airport to Yufuin Station, or (3) two hours 10 minutes by JR Limited Express from Hakata Station to Yufuin Station, then 5 minutes by taxi The required times may slightly vary depending on the time of day. | (1) 55 minutes by bus from Oita Airport to Yufuin Station, (2) one hour 40 minutes by bus from Fukuoka Airport to Yufuin Station, or (3) two hours 10 minutes by JR Limited Express from Hakata Station to Yufuin Station, then 5 minutes by taxi;33.25879928342;131.369653880303;https://selected-ryokan.com/ryokan/meien-to-meisui-no-yado-baien_yufuin_oita_kyushu.html
Kasuien Minami;1218-8 Tamatsukuri, Tamayu-cho, Matsue-shi, Shimane, Japan;19900;78700;1;False;False;False;4.3;['Rooms with private open-air baths', 'Hiroshima Chugoku Region', 'Shimane', 'Matsue & Izumo-Tamatsukuri Onsen', 'Yonago (Yonago Airport)', 'Izumo (Izumo Airport)'];Book Kasuien Minami in Izumo-Tamatsukuri Onsen (Shimane) With a total of 108 guest rooms, it is a large luxury ryokan which has many different types of rooms including those equipped with open-air baths. There are two large public baths with open-air baths for each sex. The gender-segregated scenic view open-air baths on the top floor have a delightful outlook which is said to be the most beautiful scenery in Tamatsukuri Onsen.;(1) 30 minutes by bus from Izumo Airport to Himegami Hiroba, then 1 minutes on foot (2) 25 minutes by JR Sakai Line from Yonago Airport to Yonago Station, then 30 minutes by JR Limited Express to Tamatsukuri-Onsen Station and 7-min shuttle bus ride from there (Advance booking required) (3) 45 minutes by JR Shinkansen from Shin-Osaka Station to Okayama Station, then two hours 50 minutes by JR Limited Express to Tamatsukuri-Onsen Station and 7-min shuttle bus ride from there (Advance booking required) The required times may slightly vary depending on the time of day. | (1) 30 minutes by bus from Izumo Airport to Himegami Hiroba, then 1 minutes on foot | (2) 25 minutes by JR Sakai Line from Yonago Airport to Yonago Station, then 30 minutes by JR Limited Express to Tamatsukuri-Onsen Station and 7-min shuttle bus ride from there (Advance booking required) | (3) 45 minutes by JR Shinkansen from Shin-Osaka Station to Okayama Station, then two hours 50 minutes by JR Limited Express to Tamatsukuri-Onsen Station and 7-min shuttle bus ride from there (Advance booking required);35.44267158;133.06858203;https://selected-ryokan.com/ryokan/kasuien-minami_izumo-tamatsukuri_shimane_chugoku.html
Gyokuhokan;440 Mine, Kawazu-cho, Kamo-gun, Shizuoka, Japan;28000;91000;8;True;True;False;4.6;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Tokyo suburbs', 'Shizuoka', 'East Izu Onsen'];Book Gyokuhokan in East Izu Kawazu Onsen (Shizuoka) This ryokan is characterised by a perfect space where traditions and modern designs coexist in harmony. With three spring sources, it boasts an abundant amount of spring water, and has both large public baths with open-air baths and three rental baths outside the guest rooms for private use. A long row of cherry blossom (sakura) trees along the Kawazu River, which is one of the most famous sakura viewing spots in Japan, is just 3 minutes walking distance from the ryokan.;(1) Two hours 30 minutes by JR Limited Express from Tokyo Station to Kawazu Station, then 5 minutes by shuttle bus (Advance booking required) (2) 45 minutes by JR Shinkansen from Tokyo Station to Atami Station, then one hour by JR Ito Line (Izu Kyuko Line) to Izu-Inatori Station and 5-min shuttle bus ride from there (Advance booking required) The required times may slightly vary depending on the time of day. | (1) Two hours 30 minutes by JR Limited Express from Tokyo Station to Kawazu Station, then 5 minutes by shuttle bus (Advance booking required) | (2) 45 minutes by JR Shinkansen from Tokyo Station to Atami Station, then one hour by JR Ito Line (Izu Kyuko Line) to Izu-Inatori Station and 5-min shuttle bus ride from there (Advance booking required);34.756950985061;138.982750707764;https://selected-ryokan.com/ryokan/gyokuhokan_east-izu-kawazu_shizuoka_tokyo-suburbs.html
